siteid,title,content
10000,How do I send a private/outside scholarship to the Financial Aid Department?,Full detailed instructions can be found on the Private Scholarship Processing Guide.
10000,What are my student rights and responsibilities? ,"As a student consumer you have the right to:
•	know what financial assistance is available, including information on all federal, state, and institutional financial assistance programs;
•	know the deadlines for submitting applications for financial aid;
•	know how your financial need is determined. This process includes how costs for tuition and fees, room and board, travel, books and supplies, and personal expenses are decided in developing cost of attendance budgets;
•	know what resources (such as parental contribution, other financial assistance, student assets, etc.) are considered in the calculation of your financial need;
•	know how your financial need, as determined by the University, has been met, and how and when financial aid funds are disbursed;
•	request from the Office of Scholarships and Financial Aid (OSFA), an explanation of the various programs in your student aid package. If you believe you have not received the financial assistance for which you are eligible, you may request in writing a review of your aid application;
•	know what portion of the financial assistance received must be repaid, and what portion is scholarship/grant aid. If the aid is a loan, you have the right to know what the interest rate is, the total amount that must be repaid, the payback procedures, the length of time you have to repay the loan, and when repayment is to begin;
•	know how the OSFA determines whether you are making satisfactory academic progress, and what happens if you are not; and
•	you have a right to privacy.  All records submitted with your application for financial aid are confidential, and subject to legal requirements concerning disclosure of such information. For more information, please see the University’s explanation regarding The Family Educational Rights and Privacy Act (FERPA).
It is your responsibility to:
•	review and consider all information about the financial aid programs at the University prior to enrolling;
•	complete all financial assistance applications and forms accurately, and submit them to the OSFA by the appropriate deadlines;
•	complete the Free Application for Federal Student Aid (FAFSA) or Renewal FAFSA (undergraduates) in full. You may experience delays in receiving a decision about financial aid if forms are submitted after the priority filing deadlines or are filled out incompletely or incorrectly. Falsification of information on application forms for federal financial assistance is considered a criminal offense, and you may be subject to penalties under the U.S. Criminal Code;
•	respond quickly to all requests for additional documentation related to verification or corrections;
•	notify the OSFA if there is a change in any of the information reported on the FAFSA;
•	read and understand all forms, both paper and electronic, that you are asked to submit or sign, and keep copies of these forms. You are legally responsible for all agreements which you sign;
•	if awarded a loan, participate in any required entrance/exit counseling;
•	notify your lender of any changes in your name, address, or school status if a loan is part of your financial aid;
•	if employed through the Federal Work Study Program, report to your job according to the schedule you arranged with your supervisor, complete all work to the best of your ability, and notify your supervisor in advance if you are unable to report to work for any reason;
•	maintain Satisfactory Academic Progress (SAP) for financial aid eligibility;
•	know and comply with the University's refund and Return of Title IV fund policies"
10000,What is an unofficial withdrawal?,"If a student who begins attendance fails to earn a passing grade in at least one course during the semester, the institution must assume that the student has unofficially withdrawn, unless the institution can document that the student completed the period. In the absence of evidence of a last day of attendance at an academically related activity, the school must consider a student who failed to earn a passing grade to be an unofficial withdrawal and subject to returning 100 percent of financial aid received for the semester."
10000,How will Financial Aid obtain the information to complete an unofficial withdrawal for me?,The Office Scholarships and Financial Aid will email your professors a proof of course completion request on the business day following the grade deadline for the term. They will be asked to provide the last date of attendance via an email reply. All emailed responses from professors must be received within 10 days of email receipt.
10000,How much will be returned to the Department of Education?,"A date of withdrawal will be determined according to the last date of attendance the professor has provided. That date will be used to calculate the Return of Title IV (R2T4) and federal funds to return. If the professor indicates that the student stopped attending but we cannot provide a specific date, then we will use the midpoint of the semester and calculate the R2T4 based on 50 percent. Students who withdraw (officially or unofficially) after completing 60 percent of the semester earn 100 percent of their financial aid for the semester and no Title IV funds are returned. If a last date of attendance is not provided by the deadline, 100 percent of federal aid received for the semester will be returned."
10000,How am I notified if I owe a balance due to withdrawal?,"Once the unearned aid is established, the Office of Scholarships and Financial Aid will reduce the award and a send a letter of notification to the student. Official correspondence from the University is sent to the email address provided by the student. If the student has failed to correct his or her contact information, they will not be relieved of the responsibility on the grounds that the correspondence was not received. The unearned aid is removed from the student’s account by Scholarships and Financial Aid and returned to the Department of Education through the Common Origination and Disbursement (COD) system. Any unearned Title IV financial aid is returned by University of Houston in the following order: Federal Direct Unsubsidized Loans, Federal Direct Subsidized Loans, Federal PLUS Loans, Federal Pell Grant Program funds, Federal Supplemental Educational Opportunity Grant Program (SEOG) funds, other Title IV assistance."
10000,"If aid is returned, will I owe the University?","If the Return of Title IV (R2T4) calculation causes a balance on the account, it is the student's responsibility to pay the balance to the University of Houston. Students are required to repay any balance owed to the University of Houston before transcripts or diplomas will be released or before students can register for an upcoming semester. Any federal loan amount owed by the student is to be repaid under the terms of their promissory note; in addition, students may be responsible for possible repayment of grant funds to the Department of Education"
10000,Does withdrawing affect Satisfactory Academic Progress?,"Yes, withdrawing from one or all classes may impact your Satisfactory Academic Progress (SAP). Please view our requirements for maintaining Satisfactory Academic Progress (SAP) to remain eligible for subsequent semesters of financial aid."
10000,What type of payments does UH accept?,"Cash, money order, cashier check, business check, and personal check (with account holder's date of birth and id number included). We accept all credit and debit cards: (Mastercard, Visa, Discover, and American Express). The University does not accept checks issued through credit card accounts. Temporary cards or gift cards are also not accepted.
Payments can be made at the Cashier's Office in the Welcome Center Monday-Thursday, 8:00AM-5:00PM and Friday, 9:00AM-5:00PM. Check and credit card payments can be made online at myUH (MasterCard, Visa, Discover and American Express only)."
10000,"How do I apply for a 90-Day Emergency Deferment Plan, Short Term Tuition Deferment Plan, or Installment Plan?","1.	Log on to myUH.
2.	Click UH Self-Service.
3.	Under myUH Self-Service, click on Student Financials.
4.	Click on Payment Plans. NOTE: A ""paid"" status must be accomplished to be eligible for a UH Book Loan."
10000,What are the qualifications for an Emergency/Short Term Tuition Deferment Plans?,You can't have any prior balances or stops on your student account and you must be enrolled in courses.
10000,What is not covered under mandatory fees when applying for an Emergency/Short Term Tuition Deferment Plans?,"Fees that are not covered by the 90-Day Emergency Deferment and Short Term Tuition Deferment Plans are optional fees such as health insurance, yearbook and parking citations and decals. Students must pay these fees out of pocket when applying for either of these loans."
10000,What happens if I do not submit my payment by the deadline?,"If payment is not received in our office or posted online by close of business on the published due date, students will risk having their classes canceled."
10000,How often should I check my student financial account in myUH?,"Students are advised to check their myUH accounts daily and make immediate payment arrangements for any charges due.  Student financial accounts are dynamic and subject to change due to adding of classes, adjustments in financial aid, parking registration, housing, meal plans, etc."
10000,"How do I receive a refund of unused monies associated with tuition, fees, and/or financial aid from the University of Houston?","If you have a credit balance on your account as a result of financial aid “feeding” to your account; then that money will automatically generate a refund to you without any action on your part. If the credit balance on your account is created for another reason then you will need to sign in to your myUH self-service account and request the refund. For students who pay with credit card, their credit refund will apply back to the original card."
10000,What is the refund policy regarding adding/dropping classes?,It is recommended that you go to the following website and study the explanation for refunds/credits for an explanation of how they are applied. www.uh.edu/financial/payment/refunds
10000,What are my refund options?,"You have two options:
a.	You can elect to have your refund deposited to the bank account of your choice;
b.	You can have your refund deposited to a BankMobile Vibe account"
10000,Can I have my refund directly deposited/transferred to my personal bank account?,"Yes, you can have the refund sent to your bank account at the bank of your choice (U.S. Bank). You may do this by entering your banking information, as located on the bottom of your check, at the following website: refundselection.com."
10000,How long does it take to have my refund deposited/transferred into my personal bank account?,"If you select this method of refund, money is transferred to an existing account the same business day BankMobile receives funds from UH. Typically, it takes 1 – 2 business days for the receiving bank to credit the money to your account."
10000,What is the BankMobile Vibe Account?,"Generally speaking, the BankMobile Vibe is an optional account through BankMobile where students may elect to receive refunds from the University. Again this is optional; the University recommends that you set up direct deposit. For more information regarding the BankMobile Vibe account, please visit http://bankmobile.com."
10000,What is BankMobile Vibe?,BankMobile is a division of Customers Bank that provides refund management services to colleges and universities.
10000,I just filled out the appeals form. When will I be able to upload my documents?,You should receive to-do list items in your myUH portal in 2-3 business days.
10000,What is the decision timeline for my appeal?,There is not currently a timeline for appeals. Please keep an eye on your email for any updates.
10000,What happens if I now meet assured admission?,There is no assured admission for appeal decisions and every application will be reviewed holistically.
10000,Can Transfer students appeal? ,"No, only Freshman students can appeal."
10000,Can International Freshman students appeal?,Yes.
10000,What tips do you have for an appeals application?,"Be sure to answer all parts of the personal statement prompt and include all extracurricular activities, community service, work experience, accomplishments, or other pertinent activities achieved throughout high school. Don’t forget to include hours per week and weeks per year."
